COUNTER, GYROX, GYROY, GYROZ, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ, TIMESTAMP 

9.0 , 8512.0 , 8064.0 , 9088.0 , 6656.0 , 5376.0 , 4672.0 , 5760.0 , 5632.0 , 11648.0 , 0.048 , 

10.0 , 8512.0 , 8064.0 , 9152.0 , 6592.0 , 5440.0 , 4672.0 , 5888.0 , 5696.0 , 11648.0 , 0.0557161638268 , 

11.0 , 8448.0 , 8000.0 , 9216.0 , 6528.0 , 5440.0 , 4736.0 , 5888.0 , 5632.0 , 11648.0 , 0.0634323276536 , 

12.0 , 8448.0 , 8000.0 , 9280.0 , 6528.0 , 5440.0 , 4736.0 , 5888.0 , 5632.0 , 11648.0 , 0.0711484914804 , 

13.0 , 8448.0 , 8000.0 , 9344.0 , 6464.0 , 5440.0 , 4736.0 , 5888.0 , 5376.0 , 11648.0 , 0.0789287121266 , 

14.0 , 8448.0 , 8000.0 , 9344.0 , 6464.0 , 5440.0 , 4672.0 , 6080.0 , 5632.0 , 11712.0 , 0.0867089327727 , 

15.0 , 8384.0 , 7936.0 , 9408.0 , 6464.0 , 5504.0 , 4544.0 , 6144.0 , 5632.0 , 11712.0 , 0.0944891534189 , 

16.0 , 8384.0 , 7872.0 , 9472.0 , 6464.0 , 5504.0 , 4480.0 , 6208.0 , 5760.0 , 11776.0 , 0.102269374065 , 

17.0 , 8384.0 , 7872.0 , 9536.0 , 6400.0 , 5568.0 , 4416.0 , 6208.0 , 5760.0 , 11776.0 , 0.110049594711 , 

18.0 , 8384.0 , 7744.0 , 9600.0 , 6464.0 , 5760.0 , 4480.0 , 6336.0 , 5696.0 , 11712.0 , 0.117829815357 , 

19.0 , 8384.0 , 7744.0 , 9664.0 , 6464.0 , 5824.0 , 4544.0 , 6464.0 , 5632.0 , 11776.0 , 0.125610036004 , 

20.0 , 8384.0 , 7680.0 , 9728.0 , 6528.0 , 5888.0 , 4672.0 , 6592.0 , 5568.0 , 11840.0 , 0.13339025665 , 

21.0 , 8320.0 , 7680.0 , 9728.0 , 6528.0 , 6016.0 , 4736.0 , 6720.0 , 5504.0 , 11776.0 , 0.141170477296 , 

22.0 , 8320.0 , 7680.0 , 9792.0 , 6528.0 , 6080.0 , 4736.0 , 6720.0 , 5504.0 , 11776.0 , 0.148950697942 , 

23.0 , 8320.0 , 7680.0 , 9792.0 , 6592.0 , 6144.0 , 4672.0 , 6784.0 , 5568.0 , 11776.0 , 0.156730918588 , 

24.0 , 8320.0 , 7680.0 , 9792.0 , 6592.0 , 6208.0 , 4608.0 , 6912.0 , 5568.0 , 11840.0 , 0.164511139235 , 

25.0 , 8320.0 , 7680.0 , 9728.0 , 6528.0 , 6272.0 , 4480.0 , 6976.0 , 5568.0 , 11904.0 , 0.172291359881 , 

26.0 , 8384.0 , 7616.0 , 9728.0 , 6464.0 , 6272.0 , 4480.0 , 6976.0 , 5568.0 , 11904.0 , 0.180071580527 , 

27.0 , 8384.0 , 7552.0 , 9728.0 , 6336.0 , 6400.0 , 4480.0 , 7104.0 , 5632.0 , 11840.0 , 0.187851801173 , 

28.0 , 8448.0 , 7552.0 , 9728.0 , 6272.0 , 6464.0 , 4544.0 , 7232.0 , 5568.0 , 11904.0 , 0.195632021819 , 

29.0 , 8448.0 , 7488.0 , 9728.0 , 6272.0 , 6528.0 , 4672.0 , 7360.0 , 5632.0 , 11968.0 , 0.203412242465 , 

30.0 , 8448.0 , 7488.0 , 9728.0 , 6272.0 , 6656.0 , 4672.0 , 7424.0 , 5504.0 , 11904.0 , 0.211192463112 , 

31.0 , 8512.0 , 7488.0 , 9728.0 , 6336.0 , 6720.0 , 4672.0 , 7424.0 , 5504.0 , 11904.0 , 0.218972683758 , 

32.0 , 8512.0 , 7488.0 , 9664.0 , 6400.0 , 6784.0 , 4608.0 , 7552.0 , 5440.0 , 11968.0 , 0.226752904404 , 

33.0 , 8576.0 , 7488.0 , 9600.0 , 6272.0 , 6912.0 , 4544.0 , 7680.0 , 5696.0 , 11968.0 , 0.23453312505 , 

34.0 , 8640.0 , 7424.0 , 9536.0 , 6208.0 , 6976.0 , 4544.0 , 7808.0 , 5696.0 , 12032.0 , 0.242313345696 , 

35.0 , 8640.0 , 7424.0 , 9536.0 , 6144.0 , 6976.0 , 4544.0 , 7936.0 , 5696.0 , 12032.0 , 0.250093566342 , 

36.0 , 8704.0 , 7360.0 , 9472.0 , 6080.0 , 7040.0 , 4544.0 , 7936.0 , 5696.0 , 12032.0 , 0.257873786989 , 

37.0 , 8768.0 , 7296.0 , 9408.0 , 6016.0 , 7104.0 , 4608.0 , 8064.0 , 5760.0 , 12096.0 , 0.265654007635 , 

38.0 , 8832.0 , 7232.0 , 9408.0 , 5952.0 , 7104.0 , 4736.0 , 8128.0 , 5760.0 , 12160.0 , 0.273434228281 , 

39.0 , 8896.0 , 7232.0 , 9344.0 , 5888.0 , 7168.0 , 4864.0 , 8256.0 , 5760.0 , 12096.0 , 0.281214448927 , 

40.0 , 8896.0 , 7232.0 , 9344.0 , 5888.0 , 7232.0 , 4864.0 , 8256.0 , 5760.0 , 12096.0 , 0.288994669573 , 

41.0 , 8960.0 , 7168.0 , 9280.0 , 5760.0 , 7296.0 , 4864.0 , 8384.0 , 5888.0 , 12160.0 , 0.29677489022 , 

42.0 , 9024.0 , 7168.0 , 9280.0 , 5760.0 , 7360.0 , 4864.0 , 8448.0 , 5888.0 , 12224.0 , 0.304555110866 , 

43.0 , 9088.0 , 7104.0 , 9216.0 , 5632.0 , 7424.0 , 4864.0 , 8576.0 , 6016.0 , 12224.0 , 0.312335331512 , 

44.0 , 9088.0 , 7104.0 , 9152.0 , 5632.0 , 7424.0 , 4928.0 , 8576.0 , 6016.0 , 12224.0 , 0.320115552158 , 

45.0 , 9152.0 , 7040.0 , 9152.0 , 5568.0 , 7488.0 , 5120.0 , 8704.0 , 6080.0 , 12224.0 , 0.327895772804 , 

46.0 , 9152.0 , 7040.0 , 9088.0 , 5568.0 , 7552.0 , 5184.0 , 8768.0 , 6144.0 , 12224.0 , 0.33567599345 , 

47.0 , 9216.0 , 7040.0 , 9024.0 , 5504.0 , 7552.0 , 5248.0 , 8960.0 , 6208.0 , 12288.0 , 0.343456214097 , 

48.0 , 9280.0 , 7040.0 , 9024.0 , 5504.0 , 7616.0 , 5248.0 , 9024.0 , 6464.0 , 12288.0 , 0.351236434743 , 

49.0 , 9280.0 , 7040.0 , 8960.0 , 5376.0 , 7680.0 , 5184.0 , 9024.0 , 6464.0 , 12288.0 , 0.359016655389 , 

50.0 , 9344.0 , 7040.0 , 8896.0 , 5312.0 , 7680.0 , 5248.0 , 9152.0 , 6400.0 , 12352.0 , 0.366796876035 , 

51.0 , 9344.0 , 7040.0 , 8896.0 , 5248.0 , 7680.0 , 5312.0 , 9280.0 , 6464.0 , 12416.0 , 0.374577096681 , 

52.0 , 9408.0 , 7040.0 , 8832.0 , 5184.0 , 7744.0 , 5440.0 , 9344.0 , 6464.0 , 12416.0 , 0.382357317328 , 

53.0 , 9408.0 , 7040.0 , 8832.0 , 5184.0 , 7808.0 , 5504.0 , 9408.0 , 6592.0 , 12416.0 , 0.390137537974 , 

54.0 , 9408.0 , 7040.0 , 8768.0 , 5184.0 , 7808.0 , 5568.0 , 9408.0 , 6592.0 , 12416.0 , 0.39811775862 , 

55.0 , 9408.0 , 7040.0 , 8768.0 , 5120.0 , 7872.0 , 5632.0 , 9536.0 , 6656.0 , 12480.0 , 0.405897979266 , 

56.0 , 9472.0 , 7040.0 , 8704.0 , 5120.0 , 7936.0 , 5696.0 , 9600.0 , 6720.0 , 12416.0 , 0.413678199912 , 

57.0 , 9472.0 , 7040.0 , 8704.0 , 4928.0 , 7936.0 , 5824.0 , 9728.0 , 6784.0 , 12480.0 , 0.421458420558 , 

58.0 , 9472.0 , 7040.0 , 8640.0 , 4864.0 , 8000.0 , 5888.0 , 9728.0 , 6784.0 , 12480.0 , 0.429238641205 , 

59.0 , 9472.0 , 7104.0 , 8640.0 , 4800.0 , 8064.0 , 6080.0 , 9792.0 , 6848.0 , 12480.0 , 0.437018861851 , 

60.0 , 9472.0 , 7104.0 , 8640.0 , 4736.0 , 8064.0 , 6144.0 , 9856.0 , 6976.0 , 12480.0 , 0.444799082497 , 

61.0 , 9408.0 , 7168.0 , 8640.0 , 4736.0 , 8128.0 , 6336.0 , 9920.0 , 7040.0 , 12480.0 , 0.452579303143 , 

62.0 , 9408.0 , 7232.0 , 8640.0 , 4736.0 , 8256.0 , 6336.0 , 9920.0 , 7040.0 , 12480.0 , 0.460559523789 , 

